,movieId,Title
3975,4427,The Lion in Winter
3976,4428,The Misfits
3977,4429,Moby Dick
3978,4430,Popcorn
3979,4431,Rembrandt
3980,4432,Sweet Smell of Success
3981,4433,Written on the Wind
3982,4434,The 10th Victim
3983,4435,Colonel Redl
3984,4436,Obsession
3985,4437,Suspiria
3986,4438,Fist of Fury
3987,4439,Christiane F.
3988,4440,The Big Boss
3989,4441,Game of Death
3990,4442,The Last Dragon
3991,4443,Outland
3992,4444,The Way of the Dragon
3993,4445,T-Rex: Back to the Cretaceous
3994,4446,Final Fantasy: The Spirits Within
3995,4447,Legally Blonde
3996,4448,The Score
3997,4450,Bully
3998,4451,Jump Tomorrow
3999,4452,Made
4000,4453,Michael Jordan to the Max
4001,4454,More
4002,4458,Africa: The Serengeti
4003,4459,Alaska: Spirit of the Wild
4004,4462,18 Again!
4005,4463,1969
4006,4464,The Accidental Tourist
4007,4465,The Accused
4008,4466,Above the Law
4009,4467,The Adventures of Baron Munchausen
4010,4468,Apartment Zero
4011,4469,Appointment with Death
4012,4470,Ariel
4013,4471,Arthur 2: On the Rocks
4014,4472,Bad Dreams
4015,4473,Bat*21
4016,4474,Beaches
4017,4475,The Beast of War
4018,4476,Big Business
4019,4477,Big Top Pee-Wee
4020,4478,Biloxi Blues
4021,4479,Bird
4022,4480,The Blob
4023,4481,The Boost
4024,4482,"Bright Lights, Big City"
4025,4483,Caddyshack II
4026,4484,Camille Claudel
4027,4485,Casual Sex?
4028,4486,Clean and Sober
4029,4487,Cocktail
4030,4488,Colors
4031,4489,Coming to America
4032,4490,The Couch Trip
4033,4491,Criminal Law
4034,4492,Critters
4035,4493,Critters 2: The Main Course
4036,4494,Critters 3
4037,4495,Crossing Delancey
4038,4496,D.O.A.
4039,4497,Dead Heat
4040,4498,The Dead Pool
4041,4499,Dirty Rotten Scoundrels
4042,4500,Drowning by Numbers
4043,4501,"Elvira, Mistress of the Dark"
4044,4502,Ernest Saves Christmas
4045,4503,Everybody's All-American
4046,4504,Feds
4047,4505,For Keeps
4048,4506,Frantic
4049,4507,Fresh Horses
4050,4508,Gorillas in the Mist
4051,4509,The Great Outdoors
4052,4510,Heartbreak Hotel
4053,4511,High Spirits
4054,4512,Hot to Trot
4055,4513,The House on Carroll Street
4056,4514,Howling IV: The Original Nightmare
4057,4515,Imagine: John Lennon
4058,4516,Johnny Be Good
4059,4517,Lady in White
4060,4518,The Lair of the White Worm
4061,4519,The Land Before Time
4062,4520,License to Drive
4063,4521,Little Nikita
4064,4522,Masquerade
4065,4523,Milagro Beanfield War
4066,4524,Moon Over Parador
4067,4525,Moving
4068,4526,My Stepmother Is an Alien
4069,4527,A Night in the Life of Jimmy Reardon
4070,4528,Off Limits
4071,4529,Bagdad Cafe
4072,4530,Permanent Record
4073,4531,Red Heat
4074,4532,Return of the Living Dead Part II
4075,4533,The Return of the Living Dead
4076,4534,Return to Snowy River
4077,4535,The Man from Snowy River
4078,4536,Rocket Gibraltar
4079,4537,Running on Empty
4080,4538,Salome's Last Dance
4081,4540,Satisfaction
4082,4541,The Serpent and the Rainbow
4083,4542,Shakedown
4084,4543,Shoot to Kill
4085,4544,Short Circuit 2
4086,4545,Short Circuit
4087,4546,The Vanishing
4088,4547,Stormy Monday
4089,4548,Sunset
4090,4550,Switching Channels
4091,4552,"Tetsuo, the Ironman"
4092,4553,They Live
4093,4555,Torch Song Trilogy
4094,4556,Track 29
4095,4557,Tucker: The Man and His Dream
4096,4558,Twins
4097,4559,Vice Versa
4098,4560,Watchers
4099,4561,Waxwork
4100,4562,Without a Clue
4101,4563,Young Einstein
4102,4564,Always
4103,4565,American Ninja
4104,4566,American Ninja 2: The Confrontation
4105,4567,American Ninja 3: Blood Hunt
4106,4568,Best of the Best
4107,4569,Best of the Best 2
4108,4570,The Big Picture
4109,4571,Bill & Ted's Excellent Adventure
4110,4572,Black Rain
4111,4573,Blaze
4112,4574,Blind Fury
4113,4575,Breaking In
4114,4576,C.H.U.D. II - Bud the Chud
4115,4577,Casualties of War
4116,4578,Chances Are
4117,4579,Cookie
4118,4580,Cyborg
4119,4581,Dad
4120,4582,Dead Bang
4121,4583,Disorganized Crime
4122,4584,Dream a Little Dream
4123,4585,The Dream Team
4124,4586,A Dry White Season
4125,4587,Earth Girls Are Easy
4126,4588,Eddie and the Cruisers II: Eddie Lives!
4127,4589,Eddie and the Cruisers
4128,4590,Enemies: A Love Story
4129,4591,Erik the Viking
4130,4592,The Experts
4131,4593,Family Business
4132,4594,Farewell to the King
4133,4595,Fat Man and Little Boy
4134,4597,Gleaming the Cube
4135,4598,Going Overboard
4136,4599,Great Balls of Fire!
4137,4600,Gross Anatomy
4138,4601,Happy Together
4139,4602,Harlem Nights
4140,4603,Her Alibi
4141,4605,How to Get Ahead in Advertising
4142,4606,Immediate Family
4143,4607,In Country
4144,4608,An Innocent Man
4145,4609,Jacknife
4146,4610,The January Man
4147,4611,Johnny Handsome
4148,4612,Jesus of Montreal
4149,4613,K-9
4150,4614,Kickboxer
4151,4615,Last Exit to Brooklyn
4152,4616,Lean on Me
4153,4617,Let It Ride
4154,4618,Leviathan
4155,4619,Little Monsters
4156,4620,Lock Up
4157,4621,Look Who's Talking
4158,4622,Loverboy
4159,4623,Major League
4160,4624,Meet the Feebles
4161,4625,Millennium
4162,4626,Miracle Mile
4163,4627,Miss Firecracker
4164,4628,New York Stories
4165,4629,Next of Kin
4166,4630,No Holds Barred
4167,4631,Old Gringo
4168,4632,The Package
4169,4633,Parents
4170,4634,Penn & Teller Get Killed
4171,4635,Pink Cadillac
4172,4636,The Punisher
4173,4637,Red Scorpion
4174,4638,Jurassic Park III
4175,4639,America's Sweethearts
4176,4640,Brother
4177,4641,Ghost World
4178,4642,Hedwig and the Angry Inch
4179,4643,Planet of the Apes
4180,4644,Bread and Tulips
4181,4645,Cure
4182,4646,Greenfingers
4183,4649,Wet Hot American Summer
4184,4650,Relentless
4185,4651,Renegades
4186,4652,The Return of Swamp Thing
4187,4653,The Return of the Musketeers
4188,4654,Road House
4189,4655,Romero
4190,4657,Rude Awakening
4191,4658,Santa Sangre
4192,4659,Scandal
4193,4660,Scenes from the Class Struggle in Beverly Hills
4194,4661,Sea of Love
4195,4662,"See No Evil, Hear No Evil"
4196,4663,She's Out of Control
4197,4664,Shirley Valentine
4198,4665,Shocker
4199,4666,Skin Deep
4200,4667,Slaves of New York
4201,4668,Some Girls
4202,4669,Stepfather II
4203,4670,The Stepfather
4204,4671,Sweetie
4205,4672,The Tall Guy
4206,4673,Tango & Cash
4207,4674,Tap
4208,4675,Three Fugitives
4209,4676,Troop Beverly Hills
4210,4677,Turner & Hooch
4211,4678,UHF
4212,4679,Uncle Buck
4213,4680,Vampire's Kiss
4214,4681,The War of the Roses
4215,4682,Warlock
4216,4683,The Wizard
4217,4684,Worth Winning
4218,4685,Warlock: The Armageddon
4219,4686,Weekend at Bernie's II
4220,4687,Billy Liar
4221,4688,Black Robe
4222,4689,The Cat o' Nine Tails
4223,4690,The Cotton Club
4224,4691,Def-Con 4
4225,4692,The Hotel New Hampshire
4226,4694,Left Luggage
4227,4695,Who'll Stop the Rain
4228,4696,"Zorro, the Gay Blade"
4229,4697,Basket Case
4230,4698,Orphans
4231,4699,Original Sin
4232,4700,The Princess Diaries
4233,4701,Rush Hour 2
4234,4702,Thomas in Love
4235,4703,Chocolat
4236,4704,Hatari!
4237,4705,"Cage aux Folles, La"
4238,4706,"Cage aux Folles II, La"
4239,4707,Liebestraum
4240,4708,Marat/Sade
4241,4709,Paint Your Wagon
4242,4710,The Shootist
4243,4711,Theremin: An Electronic Odyssey
4244,4712,The Wild Child
4245,4713,Altered States
4246,4714,Any Which Way You Can
4247,4715,The Awakening
4248,4716,Bad Timing: A Sensual Obsession
4249,4717,Battle Creek Brawl
4250,4718,American Pie 2
4251,4719,Osmosis Jones
4252,4720,The Others
4253,4721,American Outlaws
4254,4722,All Over the Guy
4255,4723,The Deep End
4256,4724,On the Edge
4257,4725,Session 9
4258,4727,Captain Corelli's Mandolin
4259,4728,Rat Race
4260,4729,Aberdeen
4261,4731,Innocence
4262,4732,Bubble Boy
4263,4733,The Curse of the Jade Scorpion
4264,4734,Jay and Silent Bob Strike Back
4265,4735,Ghosts of Mars
4266,4736,Summer Catch
4267,4737,An American Rhapsody
4268,4738,Happy Accidents
4269,4740,Maybe Baby
4270,4741,Together
4271,4743,Tortilla Soup
4272,4744,Jeepers Creepers
4273,4745,O
4274,4746,Waking Up in Reno
4275,4748,3 Ninjas
4276,4749,3 Ninjas Kick Back
4277,4750,3 Ninjas Knuckle Up
4278,4751,The Hunter
4279,4752,Maniac
4280,4753,Vamp
4281,4754,The Wicker Man
4282,4755,Wish Upon a Star
4283,4756,The Musketeer
4284,4757,Rock Star
4285,4758,Soul Survivors
4286,4759,Two Can Play That Game
4287,4761,Diamond Men
4288,4763,The Iron Ladies
4289,4764,Kill Me Later
4290,4765,L.I.E.
4291,4766,Our Lady of the Assassins
4292,4767,Abbott and Costello Meet the Mummy
4293,4768,Dr. Mabuse: The Gambler
4294,4769,Into the Arms of Strangers: Stories of the Kindertransport
4295,4770,The Glass House
4296,4771,Hardball
4297,4772,Dinner Rush
4298,4773,Haiku Tunnel
4299,4774,Big Trouble
4300,4775,Glitter
4301,4776,Training Day
4302,4777,The American Astronaut
4303,4778,Children Underground
4304,4779,Go Tigers!
4305,4780,Liam
4306,4781,Megiddo: The Omega Code 2
4307,4782,Sidewalks of New York
4308,4783,The Endurance: Shackleton's Legendary Antarctic Expedition
4309,4784,The French Lieutenant's Woman
4310,4785,The Great Silence
4311,4786,The Legend of Hell House
4312,4787,Little Man Tate
4313,4788,Moscow Does Not Believe in Tears
4314,4789,Phantom of the Paradise
4315,4790,The Return of a Man Called Horse
4316,4791,Valdez Is Coming
4317,4792,13 Ghosts
4318,4793,Montenegro
4319,4794,Opera
4320,4795,Father Goose
4321,4796,The Grass Is Greener
4322,4797,A Hole in the Head
4323,4798,Indiscreet
4324,4799,"It's a Mad, Mad, Mad, Mad World"
4325,4800,King Solomon's Mines
4326,4801,The Little Foxes
4327,4802,Operation Petticoat
4328,4803,Play Misty for Me
4329,4804,Pocketful of Miracles
4330,4805,Sayonara
4331,4806,The Shop on Main Street
4332,4807,Spring Break
4333,4808,The Vanishing
4334,4809,Silkwood
4335,4810,I Never Promised You a Rose Garden
4336,4811,Quadrophenia
4337,4812,SpaceCamp
4338,4813,When Worlds Collide
4339,4814,Don't Say a Word
4340,4815,Hearts in Atlantis
4341,4816,Zoolander
4342,4817,Born Romantic
4343,4818,Extreme Days
4344,4819,Go Figure
4345,4821,Joy Ride
4346,4822,Max Keeble's Big Move
4347,4823,Serendipity
4348,4824,Grateful Dawg
4349,4825,The Swamp
4350,4826,The Big Red One
4351,4827,The Boogeyman
4352,4828,The Party
4353,4829,Lady in a Cage
4354,4830,Brubaker
4355,4831,Can't Stop the Music
4356,4832,Carny
4357,4833,The Changeling
4358,4834,Cheech & Chong's Next Movie
4359,4835,Coal Miner's Daughter
4360,4836,The Competition
4361,4837,Cruising
4362,4838,D.O.A.
4363,4839,Death Ship
4364,4840,The Last Metro
4365,4841,Divine Madness!
4366,4842,The Dogs of War
4367,4844,Bandits
4368,4845,Corky Romano
4369,4846,Iron Monkey
4370,4847,Fat Girl
4371,4848,Mulholland Drive
4372,4849,My First Mister
4373,4850,Spriggan
4374,4851,Things Behind the Sun
4375,4852,Bones
4376,4853,Brannigan
4377,4854,Clambake
4378,4855,Dirty Harry
4379,4856,Destiny in Space
4380,4857,Fiddler on the Roof
4381,4858,Hail Columbia!
4382,4860,Making the Grade
4383,4861,Mission to Mir
4384,4862,Not Without My Daughter
4385,4863,Female Trouble
4386,4864,Titanica
4387,4865,From Hell
4388,4866,The Last Castle
4389,4867,Riding in Cars with Boys
4390,4868,Bangkok Dangerous
4391,4869,Burnt Money
4392,4870,Dancing at the Blue Iguana
4393,4871,Focus
4394,4872,Intimacy
4395,4873,Waking Life
4396,4874,K-PAX
4397,4875,On the Line
4398,4876,Thirteen Ghosts
4399,4877,Better Than Sex
4400,4878,Donnie Darko
4401,4879,High Heels and Low Lifes
4402,4880,Life as a House
4403,4881,The Man Who Wasn't There
4404,4884,Trembling Before G-d
4405,4885,Domestic Disturbance
4406,4886,"Monsters, Inc."
4407,4887,The One
4408,4888,Tape
4409,4889,Heist
4410,4890,Shallow Hal
4411,4892,Maze
4412,4893,When a Stranger Calls
4413,4894,Timerider: The Adventure of Lyle Swann
4414,4895,The Wash
4415,4896,Harry Potter and the Sorcerer's Stone
4416,4897,The Fluffer
4417,4898,Novocaine
4418,4899,Black Knight
4419,4900,Out Cold
4420,4901,Spy Game
4421,4902,The Devil's Backbone
4422,4903,In the Bedroom
4423,4907,Across 110th Street
4424,4908,The Little Soldier
4425,4909,The Incredible Shrinking Woman
4426,4911,Jabberwocky
4427,4912,Funny Girl
4428,4914,Breathless
4429,4915,The Beastmaster
4430,4916,Midway
4431,4917,MacArthur
4432,4918,The Young Lions
4433,4919,Subway
4434,4920,"Now, Voyager"
4435,4921,Little Women
4436,4922,Halls of Montezuma
4437,4923,Guadalcanal Diary
4438,4924,Anzio
4439,4925,The Cheap Detective
4440,4926,Everybody's Famous!
4441,4927,The Last Wave
4442,4928,That Obscure Object of Desire
4443,4929,The Toy
4444,4930,Funeral in Berlin
4445,4932,Dressed to Kill
4446,4934,The Exterminator
4447,4935,The Falls
4448,4936,Fame
4449,4937,Fatso
4450,4939,The Final Countdown
4451,4941,Flash Gordon
4452,4942,The Angry Red Planet
4453,4943,At the Earth's Core
4454,4944,Empire of the Ants
4455,4945,The Enforcer
4456,4946,An Eye for an Eye
4457,4947,The Gauntlet
4458,4949,Invasion U.S.A.
4459,4950,Lone Wolf McQuade
4460,4951,Lord of the Flies
4461,4952,Morons From Outer Space
4462,4953,The People That Time Forgot
4463,4954,Ocean's Eleven
4464,4955,The Sicilian
4465,4956,The Stunt Man
4466,4957,Sudden Impact
4467,4958,Behind Enemy Lines
4468,4959,The Affair of the Necklace
4469,4960,The Independent
4470,4961,Pornstar: The Legend of Ron Jeremy
4471,4962,Texas Rangers
4472,4963,Ocean's Eleven
4473,4964,Baran
4474,4965,The Business of Strangers
4475,4966,The Incredible Shrinking Man
4476,4967,No Man's Land
4477,4968,Piñero
4478,4969,And Then There Were None
4479,4970,The Blue Angel
4480,4971,Moscow on the Hudson
4481,4972,The Owl and the Pussycat
4482,4973,Amelie
4483,4974,Not Another Teen Movie
4484,4975,Vanilla Sky
4485,4976,Iris
4486,4977,Kandahar
4487,4978,Lantana
4488,4979,The Royal Tenenbaums
4489,4980,Bill & Ted's Bogus Journey
4490,4981,Clockwise
4491,4982,The Crawling Eye
4492,4983,The Holcroft Covenant
4493,4984,Morgan!
4494,4985,Sheena
4495,4986,Silent Rage
4496,4987,Spacehunter: Adventures in the Forbidden Zone
4497,4988,White Water Summer
4498,4989,How High
4499,4990,Jimmy Neutron: Boy Genius
4500,4991,Joe Somebody
4501,4992,Kate & Leopold
4502,4993,The Lord of the Rings: The Fellowship of the Ring
4503,4994,The Majestic
4504,4995,A Beautiful Mind
4505,4996,Little Otik
4506,4997,The Convent
4507,4998,The Defiant Ones
4508,4999,Dodsworth
4509,5000,Medium Cool
4510,5001,Sahara
4511,5002,Fritz the Cat
4512,5003,The Nine Lives of Fritz the Cat
4513,5004,The Party
4514,5005,Separate Tables
4515,5006,Sex and Zen
4516,5007,Topkapi
4517,5008,Witness for the Prosecution
4518,5009,Ali
4519,5010,Black Hawk Down
4520,5011,Charlotte Gray
4521,5012,Yentl
4522,5013,Gosford Park
4523,5014,I Am Sam
4524,5015,Monster's Ball
4525,5016,The Shipping News
4526,5017,The Big Heat
4527,5021,Murder by Death
4528,5022,The Servant
4529,5023,The Waterdance
4530,5024,Come Undone
4531,5025,Orange County
4532,5026,Brotherhood of the Wolf
4533,5027,Another 48 Hrs.
4534,5028,What Time Is It There?
4535,5029,China Moon
4536,5033,The Russia House
4537,5034,"Truly, Madly, Deeply"
4538,5035,Wuthering Heights
4539,5036,California Suite
4540,5037,The Long Gray Line
4541,5038,The Flight of Dragons
4542,5039,Dragonslayer
4543,5040,Conan the Destroyer
4544,5041,Fire and Ice
4545,5042,Forbidden Zone
4546,5044,Foxes
4547,5045,Galaxina
4548,5046,Impostor
4549,5047,Kung Pow: Enter the Fist
4550,5048,Snow Dogs
4551,5049,48 Hrs.
4552,5051,Italian for Beginners
4553,5053,Blankman
4554,5054,Brainstorm
4555,5055,Dragon: The Bruce Lee Story
4556,5056,The Enigma of Kaspar Hauser
4557,5057,4 for Texas
4558,5058,Heart of Glass
4559,5059,Little Dieter Needs to Fly
4560,5060,M*A*S*H
4561,5061,Mrs. Soffel
4562,5062,Seconds
4563,5063,One-Eyed Jacks
4564,5064,The Count of Monte Cristo
4565,5065,The Mothman Prophecies
4566,5066,A Walk to Remember
4567,5068,Beijing Bicycle
4568,5069,Escaflowne: The Movie
4569,5071,Maelström
4570,5072,Metropolis
4571,5073,The Son's Room
4572,5074,Storytelling
4573,5075,Waydowntown
4574,5076,The Adventures of Huck Finn
4575,5077,Cousins
4576,5078,Falling in Love
4577,5079,Young at Heart
4578,5080,Slackers
4579,5081,Birthday Girl
4580,5083,Rare Birds
4581,5084,Caged Heat
4582,5085,Carmen Jones
4583,5086,The Five Heartbeats
4584,5087,Get Out Your Handkerchiefs
4585,5088,Going Places
4586,5090,The Hunchback of Notre Dame
4587,5091,The Man from Acapulco
4588,5092,Big Fat Liar
4589,5093,Collateral Damage
4590,5094,Rollerball
4591,5095,"Scotland, Pa."
4592,5096,Baby's Day Out
4593,5097,Bright Eyes
4594,5098,Dimples
4595,5099,Heidi
4596,5100,The Man Who Loved Women
4597,5101,Richard Pryor Here and Now
4598,5102,Rookie of the Year
4599,5103,The Sandlot
4600,5104,Cows
4601,5105,Don't Look Now
4602,5106,Crossroads
4603,5107,Hart's War
4604,5108,John Q
4605,5109,Return to Never Land
4606,5110,Super Troopers
4607,5111,The Good Son
4608,5112,Last Orders
4609,5113,After the Fox
4610,5114,The Bad and the Beautiful
4611,5116,Designing Woman
4612,5117,Funny Lady
4613,5118,The Heartbreak Kid
4614,5119,Saturday Night and Sunday Morning
4615,5120,Sleuth
4616,5121,Stroszek
4617,5122,Summer of '42
4618,5123,A Touch of Class
4619,5125,Used Cars
4620,5126,The Deadly Mantis
4621,5127,Dragonfly
4622,5128,Queen of the Damned
4623,5131,How to Kill Your Neighbor's Dog
4624,5134,Mean Machine
4625,5135,Monsoon Wedding
4626,5136,Wendigo
4627,5137,Scratch
4628,5139,The Bad News Bears
4629,5140,The Bad News Bears Go to Japan
4630,5141,The Bad News Bears in Breaking Training
4631,5142,The Firemen's Ball
4632,5143,The Lone Ranger
4633,5145,Loves of a Blonde
4634,5146,Vampire Hunter D: Bloodlust
4635,5147,Wild Strawberries
4636,5151,40 Days and 40 Nights
4637,5152,We Were Soldiers
4638,5153,Trouble Every Day
4639,5155,The Big Bird Cage
4640,5157,The Church
4641,5158,Cross Creek
4642,5159,Ferngully: The Last Rainforest
4643,5160,Night of the Zombies
4644,5161,Intersection
4645,5162,"Jo Jo Dancer, Your Life is Calling"
4646,5163,StageFright: Aquarius
4647,5164,A Troll in Central Park
4648,5165,Zombie
4649,5167,My Favorite Brunette
4650,5168,Royal Wedding
4651,5169,Scarlet Street
4652,5170,All About the Benjamins
4653,5171,The Time Machine
4654,5172,Full Frontal
4655,5173,Divorcing Jack
4656,5174,The Field
4657,5175,Hidden Agenda
4658,5177,The Magnificent Ambersons
4659,5179,Gloria
4660,5180,The Great Rock 'n' Roll Swindle
4661,5181,Hangar 18
4662,5182,Hawk the Slayer
4663,5183,He Knows You're Alone
4664,5184,Heaven's Gate
4665,5185,Hero at Large
4666,5186,Honeysuckle Rose
4667,5187,Hopscotch
4668,5189,Humanoids from the Deep
4669,5190,Inside Moves
4670,5192,The Island
4671,5193,The Jazz Singer
4672,5195,Zombie Lake
4673,5196,Lion of the Desert
4674,5197,Little Darlings
4675,5198,The Long Good Friday
4676,5199,The Long Riders
4677,5200,The Man Who Saw Tomorrow
4678,5202,Mon oncle d'Amérique
4679,5203,The Monster Club
4680,5205,Motel Hell
4681,5206,Mother's Day
4682,5208,The Ninth Configuration
4683,5209,Ffolkes
4684,5210,Burial Ground
4685,5211,The Nude Bomb
4686,5212,The Octagon
4687,5213,"Oh, God! Book II"
4688,5214,"Oh, God!"
4689,5215,"Oh, Heavenly Dog!"
4690,5216,"Pepi, Luci, Bom"
4691,5217,Super Fuzz
4692,5218,Ice Age
4693,5219,Resident Evil
4694,5220,Showtime
4695,5221,Harrison's Flowers
4696,5222,Kissing Jessica Stein
4697,5223,Pauline & Paulette
4698,5224,Promises
4699,5225,And Your Mother Too
4700,5226,All the Right Moves
4701,5227,Barabbas
4702,5228,The Ghost Breakers
4703,5230,The Paleface
4704,5231,Road to Morocco
4705,5232,Road to Singapore
4706,5233,Road to Utopia
4707,5234,Road to Zanzibar
4708,5235,Split Second
4709,5236,A Tale of Springtime
4710,5237,Taps
4711,5238,Return of the Secaucus 7
4712,5239,Rude Boy
4713,5240,Running Scared
4714,5241,Seems Like Old Times
4715,5243,The Young Master
4716,5244,Shogun Assassin
4717,5245,Simon
4718,5246,Smokey and the Bandit II
4719,5247,Smokey and the Bandit
4720,5248,Smokey and the Bandit III
4721,5249,Spetters
4722,5250,Stir Crazy
4723,5251,The Charter Trip
4724,5254,Blade II
4725,5255,Sorority Boys
4726,5256,Stolen Summer
4727,5258,George Washington
4728,5262,Mr. Sardonicus
4729,5263,Strait-Jacket
4730,5264,Clockstoppers
4731,5265,Death to Smoochy
4732,5266,Panic Room
4733,5267,The Rookie
4734,5268,No Such Thing
4735,5269,The Piano Teacher
4736,5272,Time Out
4737,5275,Boxcar Bertha
4738,5276,Crimes of Passion
4739,5278,Fraternity Vacation
4740,5279,Impromptu
4741,5282,High Crimes
4742,5283,National Lampoon's Van Wilder
4743,5284,Crush
4744,5285,Lucky Break
4745,5287,"After Dark, My Sweet"
4746,5288,The Atomic Cafe
4747,5289,Body and Soul
4748,5290,First Men in the Moon
4749,5291,Rashomon
4750,5292,Slap Shot
4751,5293,Changing Lanes
4752,5294,Frailty
4753,5295,New Best Friend
4754,5296,The Sweetest Thing
4755,5297,The Cat's Meow
4756,5298,Human Nature
4757,5299,My Big Fat Greek Wedding
4758,5300,3:10 to Yuma
4759,5301,Bite the Bullet
4760,5302,Breakout
4761,5303,Joe Versus the Volcano
4762,5304,"Rome, Open City"
4763,5305,Return of the Killer Tomatoes!
4764,5306,Return to Horror High
4765,5307,Taking Care of Business
4766,5308,Three Men and a Baby
4767,5309,Three Men and a Little Lady
4768,5310,Transylvania 6-5000
4769,5311,The Watcher in the Woods
4770,5312,Murder by Numbers
4771,5313,The Scorpion King
4772,5314,Behind the Sun
4773,5315,Chelsea Walls
4774,5316,Enigma
4775,5319,Nine Queens
4776,5321,The Triumph of Love
4777,5323,Jason X
4778,5324,Life or Something Like It
4779,5325,Dogtown and Z-Boyz
4780,5327,In Praise of Love
4781,5328,Rain
4782,5329,The Salton Sea
4783,5331,Vulgar
4784,5332,The Aviator
4785,5333,Bob le Flambeur
4786,5334,Cadillac Man
4787,5335,The Coca-Cola Kid
4788,5336,Cuba
4789,5337,Delirious
4790,5339,Husbands and Wives
4791,5340,Joe
4792,5341,Lenny
4793,5342,Nomads
4794,5343,The Temp
4795,5344,Thief of Hearts
4796,5345,Triumph of the Spirit
4797,5346,Wild Orchid
4798,5347,Deuces Wild
4799,5348,Hollywood Ending
4800,5349,Spider-Man
4801,5350,The Mystic Masseur
4802,5351,Warm Water Under a Red Bridge
4803,5352,The Big Sleep
4804,5353,Butterflies Are Free
4805,5354,Cactus Flower
4806,5355,The Cassandra Crossing
4807,5356,The Giant Spider Invasion
4808,5357,Iron Will
4809,5358,Mountains of the Moon
4810,5359,Rambling Rose
4811,5360,The Survivors
4812,5361,White Fang
4813,5362,White Fang 2: Myth of the White Wolf
4814,5363,The New Guy
4815,5364,Unfaithful
4816,5365,The Lady and the Duke
4817,5366,Whore
4818,5367,My Beautiful Laundrette
4819,5368,Ballad of a Soldier
4820,5369,Big Bad Mama
4821,5372,Calamity Jane
4822,5373,The Cranes Are Flying
4823,5374,Devil Doll
4824,5375,The Harvey Girls
4825,5376,The Lady in Red
4826,5377,About a Boy
4827,5378,Star Wars: Episode II - Attack of the Clones
4828,5379,The Believer
4829,5380,The Importance of Being Earnest
4830,5381,The Charge of the Light Brigade
4831,5382,Every Which Way But Loose
4832,5383,The Hound of the Baskervilles
4833,5384,I Want to Live!
4834,5385,The Last Waltz
4835,5387,Enough
4836,5388,Insomnia
4837,5389,Spirit: Stallion of the Cimarron
4838,5390,CQ
4839,5391,Thirteen Conversations About One Thing
4840,5392,Bus Stop
4841,5394,Don't Bother to Knock
4842,5395,The Gambler
4843,5396,Let's Make Love
4844,5397,Monkey Business
4845,5398,Requiem for a Heavyweight
4846,5399,River of No Return
4847,5400,The Sum of All Fears
4848,5401,Undercover Brother
4849,5404,84 Charing Cross Road
4850,5406,The Desert Rats
4851,5409,Rapid Fire
4852,5410,Silent Running
4853,5412,The Villain
4854,5413,Zombie Holocaust
4855,5414,Bad Company
4856,5415,Divine Secrets of the Ya-Ya Sisterhood
4857,5416,Cherish
4858,5417,The Fast Runner
4859,5418,The Bourne Identity
4860,5419,Scooby-Doo
4861,5420,Windtalkers
4862,5421,The Dangerous Lives of Altar Boys
4863,5422,The Emperor's New Clothes
4864,5423,Gangster No. 1
4865,5424,Harvard Man
4866,5425,Dark Blue World
4867,5426,Bad Company
4868,5427,Caveman
4869,5428,Cheech & Chong's The Corsican Brothers
4870,5429,5 Card Stud
4871,5431,Goin' South
4872,5432,Hero and the Terror
4873,5433,Silver Bullet
4874,5434,"Sorry, Wrong Number"
4875,5435,Hombre
4876,5436,The Horse's Mouth
4877,5437,The Manhattan Project
4878,5438,Men at Work
4879,5439,S.O.B.
4880,5440,She Wore a Yellow Ribbon
4881,5442,V. I. Warshawski
4882,5443,Juwanna Mann
4883,5444,Lilo & Stitch
4884,5445,Minority Report
4885,5446,Rabbit-Proof Fence
4886,5447,Sunshine State
4887,5448,Hey Arnold! The Movie
4888,5449,Mr. Deeds
4889,5450,Lovely & Amazing
4890,5451,Pumpkin
4891,5452,Look Who's Talking Now
4892,5453,Lost in Yonkers
4893,5454,Mo' Money
4894,5455,The Object of Beauty
4895,5456,Wagons East
4896,5457,Zebrahead
4897,5458,Like Mike
4898,5459,Men in Black II
4899,5460,The Powerpuff Girls
4900,5461,Me Without You
4901,5462,The Crocodile Hunter: Collision Course
4902,5463,Reign of Fire
4903,5464,Road to Perdition
4904,5465,All About Lily Chou-Chou
4905,5466,My Wife is an Actress
4906,5467,Never Again
4907,5468,20 Million Miles to Earth
4908,5469,Grand Theft Auto
4909,5470,The Importance of Being Earnest
4910,5471,Perfect
4911,5472,1776
4912,5473,Fox and His Friends
4913,5474,The Legend of Boggy Creek
4914,5475,Z
4915,5476,Halloween: Resurrection
4916,5477,Sex and Lucia
4917,5478,Eight Legged Freaks
4918,5479,K-19: The Widowmaker
4919,5480,Stuart Little 2
4920,5481,Austin Powers in Goldmember
4921,5482,The Country Bears
4922,5483,The Kid Stays in the Picture
4923,5484,Happy Times
4924,5485,Tadpole
4925,5486,Who Is Cletis Tout?
4926,5488,The Merchant of Four Seasons
4927,5489,Nosferatu the Vampyre
4928,5490,The Big Bus
4929,5493,In Like Flint
4930,5494,The Earth Trembles
4931,5495,Modesty Blaise
4932,5496,Ossessione
4933,5497,Our Man Flint
4934,5498,Red Beard
4935,5499,Robin and Marian
4936,5500,Top Secret!
4937,5501,The Master of Disguise
